"","prize","prizeLabel","person","personLabel","pic","sexlabel","countrylabel","birth","death"
"351","http://www.wikidata.org/entity/Q1088492","Premio Rómulo Gallegos","http://www.wikidata.org/entity/Q154691","Carlos Fuentes","http://commons.wikimedia.org/wiki/Special:FilePath/Carlos%20Fuentes%2C%20Paris%20-%20Mar%202009%20%2811%29.jpg","masculino","Panamá","1928-11-11T00:00:00Z","2012-05-15T00:00:00Z"
"352","http://www.wikidata.org/entity/Q3405924","Premio Internacional Alfonso Reyes","http://www.wikidata.org/entity/Q154691","Carlos Fuentes","http://commons.wikimedia.org/wiki/Special:FilePath/Carlos%20Fuentes%2C%20Paris%20-%20Mar%202009%20%2811%29.jpg","masculino","Panamá","1928-11-11T00:00:00Z","2012-05-15T00:00:00Z"
"353","http://www.wikidata.org/entity/Q3405924","Premio Internacional Alfonso Reyes","http://www.wikidata.org/entity/Q154691","Carlos Fuentes","http://commons.wikimedia.org/wiki/Special:FilePath/Carlos%20Fuentes%2C%20Paris%20-%20Mar%202009%20%2811%29.jpg","masculino","México","1928-11-11T00:00:00Z","2012-05-15T00:00:00Z"
"354","http://www.wikidata.org/entity/Q1630979","Premio Planeta","http://www.wikidata.org/entity/Q157004","Jorge Semprún","http://commons.wikimedia.org/wiki/Special:FilePath/Jorge%20Semprun%202009.jpg","masculino","España","1923-12-10T00:00:00Z","2011-06-07T00:00:00Z"
"355","http://www.wikidata.org/entity/Q926015","Premio Nadal","http://www.wikidata.org/entity/Q157326","Miguel Delibes","http://commons.wikimedia.org/wiki/Special:FilePath/Miguel%20Delibes%20%281998%29%20-%202.tif","masculino","España","1920-10-17T00:00:00Z","2010-03-12T00:00:00Z"
"356","http://www.wikidata.org/entity/Q1630979","Premio Planeta","http://www.wikidata.org/entity/Q172254","Iliá Méchnikov","http://commons.wikimedia.org/wiki/Special:FilePath/Ilya%20Mechnikov%20nobel.jpg","masculino","Imperio ruso","1845-05-15T00:00:00Z","1916-07-15T00:00:00Z"
"357","http://www.wikidata.org/entity/Q1630979","Premio Planeta","http://www.wikidata.org/entity/Q172254","Iliá Méchnikov","http://commons.wikimedia.org/wiki/Special:FilePath/Ilya%20Mechnikov%20nobel.jpg","masculino","Francia","1845-05-15T00:00:00Z","1916-07-15T00:00:00Z"
"358","http://www.wikidata.org/entity/Q926015","Premio Nadal","http://www.wikidata.org/entity/Q195236","Francisco Umbral","http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20Umbral%2C%201992.jpg","masculino","España","1932-05-11T00:00:00Z","2007-08-28T00:00:00Z"
"359","http://www.wikidata.org/entity/Q926015","Premio Nadal","http://www.wikidata.org/entity/Q195236","Francisco Umbral","http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20Umbral%2C%201992.jpg","masculino","España","1935-05-11T00:00:00Z","2007-08-28T00:00:00Z"
"360","http://www.wikidata.org/entity/Q1280377","Premio Alfaguara de Novela","http://www.wikidata.org/entity/Q200661","Juan Rulfo","http://commons.wikimedia.org/wiki/Special:FilePath/Rulfo%20por%20Lyon.jpg","masculino","México","1917-05-16T00:00:00Z","1986-01-07T00:00:00Z"
"361","http://www.wikidata.org/entity/Q1630979","Premio Planeta","http://www.wikidata.org/entity/Q235403","Ana María Matute","http://commons.wikimedia.org/wiki/Special:FilePath/Ana%20Mar%C3%ADa%20Matute.jpg","femenino","España","1925-07-26T00:00:00Z","2014-06-25T00:00:00Z"
"362","http://www.wikidata.org/entity/Q926015","Premio Nadal","http://www.wikidata.org/entity/Q235403","Ana María Matute","http://commons.wikimedia.org/wiki/Special:FilePath/Ana%20Mar%C3%ADa%20Matute.jpg","femenino","España","1925-07-26T00:00:00Z","2014-06-25T00:00:00Z"
"363","http://www.wikidata.org/entity/Q4663319","Premio Café Gijón","http://www.wikidata.org/entity/Q235403","Ana María Matute","http://commons.wikimedia.org/wiki/Special:FilePath/Ana%20Mar%C3%ADa%20Matute.jpg","femenino","España","1925-07-26T00:00:00Z","2014-06-25T00:00:00Z"
"364","http://www.wikidata.org/entity/Q926015","Premio Nadal","http://www.wikidata.org/entity/Q268582","Carmen Martín Gaite","http://commons.wikimedia.org/wiki/Special:FilePath/Carmen%20Mart%C3%ADn%20Gaite.jpg","femenino","España","1925-12-08T00:00:00Z","2000-07-22T00:00:00Z"
"365","http://www.wikidata.org/entity/Q4663319","Premio Café Gijón","http://www.wikidata.org/entity/Q268582","Carmen Martín Gaite","http://commons.wikimedia.org/wiki/Special:FilePath/Carmen%20Mart%C3%ADn%20Gaite.jpg","femenino","España","1925-12-08T00:00:00Z","2000-07-22T00:00:00Z"
"366","http://www.wikidata.org/entity/Q926015","Premio Nadal","http://www.wikidata.org/entity/Q269123","Carmen Laforet","http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20Carmen%20Laforet.jpg","femenino","España","1921-09-06T00:00:00Z","2004-02-28T00:00:00Z"
"367","http://www.wikidata.org/entity/Q860699","Premio Nacional de Literatura","http://www.wikidata.org/entity/Q275648","Marta Brunet","http://commons.wikimedia.org/wiki/Special:FilePath/Marta%20Brunet%20%281943%29.JPG","femenino","Chile","1897-08-09T00:00:00Z","1967-10-27T00:00:00Z"
"368","http://www.wikidata.org/entity/Q1088492","Premio Rómulo Gallegos","http://www.wikidata.org/entity/Q297532","Roberto Bolaño","http://commons.wikimedia.org/wiki/Special:FilePath/Roberto%20bola%C3%B1o.jpg","masculino","Chile","1953-04-28T00:00:00Z","2003-07-15T00:00:00Z"
"369","http://www.wikidata.org/entity/Q1630979","Premio Planeta","http://www.wikidata.org/entity/Q316884","Manuel Vázquez Montalbán","http://commons.wikimedia.org/wiki/Special:FilePath/Manuel%20V%C3%A1zquez%20Montalb%C3%A1n.jpg","masculino","España","1939-06-14T00:00:00Z","2003-10-18T00:00:00Z"
"370","http://www.wikidata.org/entity/Q1630979","Premio Planeta","http://www.wikidata.org/entity/Q316884","Manuel Vázquez Montalbán","http://commons.wikimedia.org/wiki/Special:FilePath/Manuel%20V%C3%A1zquez%20Montalb%C3%A1n.jpg","masculino","España","1939-07-27T00:00:00Z","2003-10-18T00:00:00Z"
"371","http://www.wikidata.org/entity/Q860699","Premio Nacional de Literatura","http://www.wikidata.org/entity/Q359880","Mariano Latorre","http://commons.wikimedia.org/wiki/Special:FilePath/Mariano%20Latorre.jpg","masculino","Chile","1886-01-04T00:00:00Z","1955-11-10T00:00:00Z"
"372","http://www.wikidata.org/entity/Q860699","Premio Nacional de Literatura","http://www.wikidata.org/entity/Q360170","Max Jara","http://commons.wikimedia.org/wiki/Special:FilePath/Max%20Jara.JPG","masculino","Chile","1886-08-21T00:00:00Z","1965-07-06T00:00:00Z"
"373","http://www.wikidata.org/entity/Q860699","Premio Nacional de Literatura","http://www.wikidata.org/entity/Q360832","Nicanor Parra","http://commons.wikimedia.org/wiki/Special:FilePath/Nicanor%20Parra%20%28cropped%29.jpg","masculino","Chile","1914-09-05T00:00:00Z","2018-01-23T00:00:00Z"
"374","http://www.wikidata.org/entity/Q860699","Premio Nacional de Literatura","http://www.wikidata.org/entity/Q381097","Gonzalo Rojas","http://commons.wikimedia.org/wiki/Special:FilePath/Gonzalo%20Rojas%20-%20PUC.jpg","masculino","Chile","1917-12-20T00:00:00Z","2011-04-25T00:00:00Z"
"375","http://www.wikidata.org/entity/Q860699","Premio Nacional de Literatura","http://www.wikidata.org/entity/Q381097","Gonzalo Rojas","http://commons.wikimedia.org/wiki/Special:FilePath/Gonzalo%20Rojas%20-%20PUC.jpg","masculino","España","1917-12-20T00:00:00Z","2011-04-25T00:00:00Z"
"376","http://www.wikidata.org/entity/Q860699","Premio Nacional de Literatura","http://www.wikidata.org/entity/Q439761","José Donoso","http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Donoso%2C%201981.jpg","masculino","Chile","1924-10-05T00:00:00Z","1996-12-07T00:00:00Z"
"377","http://www.wikidata.org/entity/Q3326922","Premio de la Crítica Española","http://www.wikidata.org/entity/Q468852","Rosa Chacel","http://commons.wikimedia.org/wiki/Special:FilePath/Rosa%20Chacel.jpg","femenino","España","1898-06-03T00:00:00Z","1994-07-27T00:00:00Z"
"378","http://www.wikidata.org/entity/Q1630979","Premio Planeta","http://www.wikidata.org/entity/Q500546","Gonzalo Torrente Ballester","http://commons.wikimedia.org/wiki/Special:FilePath/Gonzalo%20Torrente%20Ballester%201.jpg","masculino","España","1910-06-13T00:00:00Z","1999-01-27T00:00:00Z"
"379","http://www.wikidata.org/entity/Q926015","Premio Nadal","http://www.wikidata.org/entity/Q505383","Rafael Sánchez Ferlosio","http://commons.wikimedia.org/wiki/Special:FilePath/Sanchez%20Ferlosio.jpg","masculino","Reino de Italia","1927-12-04T00:00:00Z","2019-04-01T00:00:00Z"
"380","http://www.wikidata.org/entity/Q926015","Premio Nadal","http://www.wikidata.org/entity/Q505383","Rafael Sánchez Ferlosio","http://commons.wikimedia.org/wiki/Special:FilePath/Sanchez%20Ferlosio.jpg","masculino","Italia","1927-12-04T00:00:00Z","2019-04-01T00:00:00Z"
"381","http://www.wikidata.org/entity/Q926015","Premio Nadal","http://www.wikidata.org/entity/Q505383","Rafael Sánchez Ferlosio","http://commons.wikimedia.org/wiki/Special:FilePath/Sanchez%20Ferlosio.jpg","masculino","España","1927-12-04T00:00:00Z","2019-04-01T00:00:00Z"
"382","http://www.wikidata.org/entity/Q1088492","Premio Rómulo Gallegos","http://www.wikidata.org/entity/Q505949","Arturo Uslar Pietri","http://commons.wikimedia.org/wiki/Special:FilePath/Uslar%20Pietri.jpg","masculino","Venezuela","1906-05-16T00:00:00Z","2001-01-01T00:00:00Z"
"383","http://www.wikidata.org/entity/Q1088492","Premio Rómulo Gallegos","http://www.wikidata.org/entity/Q505949","Arturo Uslar Pietri","http://commons.wikimedia.org/wiki/Special:FilePath/Uslar%20Pietri.jpg","masculino","Venezuela","1906-05-16T00:00:00Z","2001-02-26T00:00:00Z"
"384","http://www.wikidata.org/entity/Q3405924","Premio Internacional Alfonso Reyes","http://www.wikidata.org/entity/Q505949","Arturo Uslar Pietri","http://commons.wikimedia.org/wiki/Special:FilePath/Uslar%20Pietri.jpg","masculino","Venezuela","1906-05-16T00:00:00Z","2001-01-01T00:00:00Z"
"385","http://www.wikidata.org/entity/Q3405924","Premio Internacional Alfonso Reyes","http://www.wikidata.org/entity/Q505949","Arturo Uslar Pietri","http://commons.wikimedia.org/wiki/Special:FilePath/Uslar%20Pietri.jpg","masculino","Venezuela","1906-05-16T00:00:00Z","2001-02-26T00:00:00Z"
"386","http://www.wikidata.org/entity/Q860699","Premio Nacional de Literatura","http://www.wikidata.org/entity/Q514384","Diego Dublé Urrutia","http://commons.wikimedia.org/wiki/Special:FilePath/D.%20Duble%20Urrutia.JPG","masculino","Chile","1877-07-08T00:00:00Z","1967-11-13T00:00:00Z"
"387","http://www.wikidata.org/entity/Q1088492","Premio Rómulo Gallegos","http://www.wikidata.org/entity/Q557774","Fernando del Paso Morante","http://commons.wikimedia.org/wiki/Special:FilePath/Fernando%20del%20Paso.jpg","masculino","México","1935-04-01T00:00:00Z","2018-11-14T00:00:00Z"
"388","http://www.wikidata.org/entity/Q3405924","Premio Internacional Alfonso Reyes","http://www.wikidata.org/entity/Q557774","Fernando del Paso Morante","http://commons.wikimedia.org/wiki/Special:FilePath/Fernando%20del%20Paso.jpg","masculino","México","1935-04-01T00:00:00Z","2018-11-14T00:00:00Z"
"389","http://www.wikidata.org/entity/Q3405924","Premio Internacional Alfonso Reyes","http://www.wikidata.org/entity/Q561833","José Emilio Pacheco","http://commons.wikimedia.org/wiki/Special:FilePath/MEX%20ON%20JOSE%20EMILIO%20PACHECO%20%2812166149286%29.jpg","masculino","Ciudad de México","1939-06-30T00:00:00Z","2014-01-26T00:00:00Z"
"390","http://www.wikidata.org/entity/Q1088492","Premio Rómulo Gallegos","http://www.wikidata.org/entity/Q583814","Ricardo Piglia","http://commons.wikimedia.org/wiki/Special:FilePath/Ricardo%20Piglia.jpg","masculino","Argentina","1941-11-24T00:00:00Z","2017-01-06T00:00:00Z"
"391","http://www.wikidata.org/entity/Q926015","Premio Nadal","http://www.wikidata.org/entity/Q712518","Juan José Saer","http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Jos%C3%A9%20Saer.jpg","masculino","Argentina","1937-06-28T00:00:00Z","2005-06-11T00:00:00Z"
"392","http://www.wikidata.org/entity/Q1630979","Premio Planeta","http://www.wikidata.org/entity/Q734397","Ramón J. Sender Garcés","http://commons.wikimedia.org/wiki/Special:FilePath/Ramon%20J%20Sender.jpg","masculino","España","1901-02-03T00:00:00Z","1982-01-16T00:00:00Z"
"393","http://www.wikidata.org/entity/Q1630979","Premio Planeta","http://www.wikidata.org/entity/Q736990","Terenci Moix","http://commons.wikimedia.org/wiki/Special:FilePath/Terenci%20Moix.jpg","masculino","España","1942-01-05T00:00:00Z","2003-04-02T00:00:00Z"
"394","http://www.wikidata.org/entity/Q860699","Premio Nacional de Literatura","http://www.wikidata.org/entity/Q769883","Augusto d'Halmar","http://commons.wikimedia.org/wiki/Special:FilePath/Retrato%20de%20Augusto%20d%27Halmar.jpg","masculino","Chile","1880-01-01T00:00:00Z","1950-01-27T00:00:00Z"
"395","http://www.wikidata.org/entity/Q860699","Premio Nacional de Literatura","http://www.wikidata.org/entity/Q769883","Augusto d'Halmar","http://commons.wikimedia.org/wiki/Special:FilePath/Retrato%20de%20Augusto%20d%27Halmar.jpg","masculino","Chile","1882-04-23T00:00:00Z","1950-01-27T00:00:00Z"
"396","http://www.wikidata.org/entity/Q3888785","Premio Adonáis de Poesía","http://www.wikidata.org/entity/Q770123","José Hierro","http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Hierro-SSReyes.jpg","masculino","España","1922-04-03T00:00:00Z","2002-12-21T00:00:00Z"
"397","http://www.wikidata.org/entity/Q1088492","Premio Rómulo Gallegos","http://www.wikidata.org/entity/Q946599","Manuel Mejía Vallejo","http://commons.wikimedia.org/wiki/Special:FilePath/Manuel%20Mej%C3%ADa%20Vallejo.jpg","masculino","Colombia","1923-04-23T00:00:00Z","1998-07-23T00:00:00Z"
"398","http://www.wikidata.org/entity/Q926015","Premio Nadal","http://www.wikidata.org/entity/Q946599","Manuel Mejía Vallejo","http://commons.wikimedia.org/wiki/Special:FilePath/Manuel%20Mej%C3%ADa%20Vallejo.jpg","masculino","Colombia","1923-04-23T00:00:00Z","1998-07-23T00:00:00Z"
"399","http://www.wikidata.org/entity/Q860699","Premio Nacional de Literatura","http://www.wikidata.org/entity/Q980023","José Santos González Vera","http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Santos%20Gonz%C3%A1lez%20Vera.jpg","masculino","Chile","1897-09-17T00:00:00Z","1970-02-27T00:00:00Z"
"400","http://www.wikidata.org/entity/Q3405924","Premio Internacional Alfonso Reyes","http://www.wikidata.org/entity/Q1139047","António Cândido","http://commons.wikimedia.org/wiki/Special:FilePath/AntonioCandido.jpg","masculino","Brasil","1918-07-24T00:00:00Z","2017-05-12T00:00:00Z"
"401","http://www.wikidata.org/entity/Q860699","Premio Nacional de Literatura","http://www.wikidata.org/entity/Q1170260","Pablo de Rokha","http://commons.wikimedia.org/wiki/Special:FilePath/Pablo%20de%20Rokha%2C%20Licant%C3%A9n.jpg","masculino","Chile","1895-10-17T00:00:00Z","1968-09-10T00:00:00Z"
"402","http://www.wikidata.org/entity/Q860699","Premio Nacional de Literatura","http://www.wikidata.org/entity/Q1290817","Eduardo Barrios","http://commons.wikimedia.org/wiki/Special:FilePath/Eduardo%20Barrios.jpg","masculino","Chile","1884-10-25T00:00:00Z","1963-09-13T00:00:00Z"
"403","http://www.wikidata.org/entity/Q860699","Premio Nacional de Literatura","http://www.wikidata.org/entity/Q1357716","Volodia Teitelboim","http://commons.wikimedia.org/wiki/Special:FilePath/Volodia%20Teitelboim%20Volosky.jpg","masculino","Chile","1916-03-17T00:00:00Z","2008-01-31T00:00:00Z"
"404","http://www.wikidata.org/entity/Q860699","Premio Nacional de Literatura","http://www.wikidata.org/entity/Q1357716","Volodia Teitelboim","http://commons.wikimedia.org/wiki/Special:FilePath/Volodia%20Teitelboim%20Volosky.jpg","masculino","Chile","1916-03-19T00:00:00Z","2008-01-31T00:00:00Z"
